Index	NumberPSM	Gene	MaxPepProb	Protein	Protein ID	Entry Name	Protein Description	Organism	Indistinguishable Proteins	ReferenceIntensity	_126	_127N	_127C	_128N	_128C	_129N	_129C	_130N	_130C	_131N	_131C	_132N	_132C	_133N	_133C	_134N
Q6YHK3	3	CD109	1.0	sp|Q6YHK3|CD109_HUMAN	Q6YHK3	CD109_HUMAN	CD109 antigen	Homo sapiens		20.361365644701383	20.303839228947115	20.419595389177378	19.687518467171216	20.852447848174364	20.963102875191943	20.566026826623492	21.130967459829613	20.378877055166747	20.624498865863544	19.673567297072218	20.00155835390953	20.912807613787646	NA	NA	20.149381303598688	20.57923290755451
Q76LX8	7	ADAMTS13	0.9986	sp|Q76LX8|ATS13_HUMAN	Q76LX8	ATS13_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 13	Homo sapiens		22.421775205338154	22.327500688306234	22.881429826888905	22.943316976797146	22.325495089754362	22.344790623267663	22.298549120210325	22.360355160472924	22.96779571596515	22.960372157268896	22.87930532959551	22.021755074444723	23.095019414480497	NA	22.80133734745552	22.566479120261572	22.321810285416714
Q7KZF4	1	SND1	0.997	sp|Q7KZF4|SND1_HUMAN	Q7KZF4	SND1_HUMAN	Staphylococcal nuclease domain-containing protein 1	Homo sapiens		19.275253703545825	18.51586506385187	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.041800945097073	NA	NA	NA	NA	NA
Q7L576	1	CYFIP1	0.9936	sp|Q7L576|CYFP1_HUMAN	Q7L576	CYFP1_HUMAN	Cytoplasmic FMR1-interacting protein 1	Homo sapiens		19.88425877652207	NA	NA	NA	NA	NA	18.94134795733324	NA	NA	NA	NA	20.36110424769318	NA	NA	NA	NA	NA
Q7L7X3	1	TAOK1	0.9819	sp|Q7L7X3|TAOK1_HUMAN	Q7L7X3	TAOK1_HUMAN	Serine/threonine-protein kinase TAO1	Homo sapiens		15.087149387489397	15.567483739670632	NA	14.865805137975485	NA	13.519294834675527	15.286925457703438	14.834704542028147	14.152789093195352	14.6811644972218	NA	16.16018781060319	13.735781525946836	NA	NA	15.021903329049945	15.767991587902586
Q7LDG7	1	RASGRP2	0.9974	sp|Q7LDG7|GRP2_HUMAN	Q7LDG7	GRP2_HUMAN	RAS guanyl-releasing protein 2	Homo sapiens		20.31649020481547	20.781642932899615	NA	19.498760866843362	NA	NA	19.555782394565128	19.828074786781453	NA	20.452341141625215	NA	20.455442523768646	NA	NA	NA	19.877795450115254	NA
Q7LGC8	1	CHST3	0.9819	sp|Q7LGC8|CHST3_HUMAN	Q7LGC8	CHST3_HUMAN	Carbohydrate sulfotransferase 3	Homo sapiens		18.31443056583921	NA	NA	NA	NA	18.87854285665554	NA	NA	NA	NA	NA	NA	18.413649056515077	NA	NA	18.803887514707718	NA
Q7Z6B0	1	CCDC91	0.9902	sp|Q7Z6B0|CCD91_HUMAN	Q7Z6B0	CCD91_HUMAN	Coiled-coil domain-containing protein 91	Homo sapiens		19.93800639709624	20.483212456335472	20.023292893713812	20.338046064366957	19.961877974242462	20.12582020564026	20.053074622600175	20.06506865323512	20.0029728631733	20.66108876439208	20.037579354465187	19.710526703823636	20.47172389216759	NA	19.29167418993985	20.101797693170973	19.882791676708244
Q7Z794	5	KRT77	0.9927	sp|Q7Z794|K2C1B_HUMAN	Q7Z794	K2C1B_HUMAN	Keratin, type II cytoskeletal 1b	Homo sapiens		21.950067056483682	21.756249152549522	21.544850540415496	20.984228579309725	21.634997481183856	22.027731722226683	20.37612611870426	22.641235928037435	22.039826557358904	20.91415404084755	21.841861482009097	21.13305062862877	24.018762168683214	NA	NA	21.972112294426502	21.771912765558923
Q7Z7G0	4	ABI3BP	0.9951	sp|Q7Z7G0|TARSH_HUMAN	Q7Z7G0	TARSH_HUMAN	Target of Nesh-SH3	Homo sapiens		22.624269801791755	22.344821994866322	22.610666441433445	22.829478263410575	22.45104459742193	23.012348627490844	22.920893650666795	23.400195012139683	22.930418745792313	22.964740857346627	22.759082753018063	21.67906311121431	23.264689078292875	NA	22.774773020889285	22.66982373288653	22.584194710618178
Q7Z7M0	7	MEGF8	0.9999	sp|Q7Z7M0|MEGF8_HUMAN	Q7Z7M0	MEGF8_HUMAN	Multiple epidermal growth factor-like domains protein 8	Homo sapiens		23.08249007472323	22.693675669156768	23.173767011187937	22.838212102224297	23.409056660338248	23.453058435113043	22.9332516815998	23.695668650948186	22.954673150204908	23.2773388898607	23.07233904309386	22.43765148279211	23.549581995028227	NA	NA	23.132446655561704	22.977680932291875
Q86TH1	1	ADAMTSL2	0.9971	sp|Q86TH1|ATL2_HUMAN	Q86TH1	ATL2_HUMAN	ADAMTS-like protein 2	Homo sapiens		18.266762525463047	17.314339425977696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86U17	1	SERPINA11	0.9853	sp|Q86U17|SPA11_HUMAN	Q86U17	SPA11_HUMAN	Serpin A11	Homo sapiens		20.123169660098718	20.822218746563557	20.484657747608313	19.840307854248984	18.16295636063528	21.468964811424044	20.987789801922837	19.533538418552148	NA	19.501466465021924	20.549396103294075	19.681186546099543	19.994505312246066	NA	20.366858045196288	20.14705672372329	20.320824598922066
Q86UF1	1	TSPAN33	0.9993	sp|Q86UF1|TSN33_HUMAN	Q86UF1	TSN33_HUMAN	Tetraspanin-33	Homo sapiens		19.090813961283423	19.60463360696816	NA	18.54056373552356	NA	17.178825508716667	18.734240979152236	18.36879274558465	NA	18.26963364400423	NA	20.370973643543213	NA	NA	NA	18.369871620083828	19.146549297519943
Q86UX7	9	FERMT3	1.0	sp|Q86UX7|URP2_HUMAN	Q86UX7	URP2_HUMAN	Fermitin family homolog 3	Homo sapiens		25.52901410040859	26.79374197396496	24.787405458057943	25.567620144611848	22.931522022317903	23.29351885378449	25.666707688876315	25.341699521062832	24.060230586157278	25.235951859076206	23.229412425278348	27.21359948862391	22.587810814566115	25.897877397504534	23.966877315229475	25.562737199808314	25.53941906628486
Q86VB7	3	CD163	0.9982	sp|Q86VB7|C163A_HUMAN	Q86VB7	C163A_HUMAN	Scavenger receptor cysteine-rich type 1 protein M130	Homo sapiens		22.312427794996083	22.746710180734734	23.04695226250492	22.161662563104716	21.872226391990864	22.56859998143922	22.16033957031181	23.11880155002791	21.94728316643963	22.011828020501696	21.463733836534246	21.9497526303268	23.173112496496188	NA	NA	22.371479864417537	22.20433994033689
Q86YZ3	10	HRNR	1.0	sp|Q86YZ3|HORN_HUMAN	Q86YZ3	HORN_HUMAN	Hornerin	Homo sapiens		24.4463551559676	23.57728430096713	24.655417578802627	25.510308316037502	25.56848832195976	24.48766920333364	24.2316522018186	24.713711158738473	23.02896843293107	23.439911972090897	22.72704146504567	24.626635994695324	24.704900457058297	23.70121918993261	23.836241397526912	25.13034870888358	25.224931844929575
Q8IVB4	1	SLC9A9	0.9995	sp|Q8IVB4|SL9A9_HUMAN	Q8IVB4	SL9A9_HUMAN	Sodium/hydrogen exchanger 9	Homo sapiens		17.00194018783442	16.770961137717762	NA	16.475734418691946	NA	NA	17.32989615787336	15.940395580558077	NA	16.737958342829245	16.289382068319412	18.196016217653813	NA	NA	NA	16.737070937869124	17.478084697645006
Q8IWV2	1	CNTN4	0.9605	sp|Q8IWV2|CNTN4_HUMAN	Q8IWV2	CNTN4_HUMAN	Contactin-4	Homo sapiens		17.241976944861275	17.19147780356648	17.29221453506899	17.147889641203587	17.82968592565245	17.95819487830306	17.24135377492474	17.720825790519655	17.417609331377378	17.371495821313616	17.700841963711387	16.685534756005254	18.075446177207503	NA	17.78356720125882	17.578478561766335	17.42841137062584
Q8IXL6	4	FAM20C	1.0	sp|Q8IXL6|FA20C_HUMAN	Q8IXL6	FA20C_HUMAN	Extracellular serine/threonine protein kinase FAM20C	Homo sapiens		21.508478345263462	21.5718977759023	21.637390934775116	21.662688544175044	21.87870232429921	21.8729932336796	21.78400215871823	21.714990877668814	21.741316501926306	21.861842955528353	21.765957229139136	21.026055589624516	21.74673274610003	NA	23.440671662886224	21.339291406409277	21.36846197952088
Q8IY22	1	CMIP	0.9947	sp|Q8IY22|CMIP_HUMAN	Q8IY22	CMIP_HUMAN	C-Maf-inducing protein	Homo sapiens		16.84637865361208	17.592436443338705	NA	16.478444265342205	NA	15.82232559737464	16.70898900543023	16.264535122598424	16.20286140629654	14.830352878300783	NA	18.318176138491044	15.10626353068559	NA	NA	16.03608580526134	17.257810836305634
Q8IYS5	1	OSCAR	0.9981	sp|Q8IYS5|OSCAR_HUMAN	Q8IYS5	OSCAR_HUMAN	Osteoclast-associated immunoglobulin-like receptor	Homo sapiens		17.884190113402067	18.074767633024905	19.08924096706453	16.913119640165515	17.90412482672488	18.31611764621727	17.20163573128443	18.09333221934848	17.654125817041162	18.081376109389037	17.50520613152154	18.212120591583385	18.676934834171515	NA	NA	17.949010910701674	17.710872240144596
Q8IZF2	1	ADGRF5	0.9534	sp|Q8IZF2|AGRF5_HUMAN	Q8IZF2	AGRF5_HUMAN	Adhesion G protein-coupled receptor F5	Homo sapiens		19.625988511703547	19.349675204796274	20.552225499780132	19.804098116332373	19.625988511703547	20.46428403413849	19.13222562562405	NA	19.175395920909878	20.61477634032904	19.993538532163072	18.541532962149095	20.22780500755153	NA	NA	19.613385092414944	NA
Q8IZP0	1	ABI1	0.998	sp|Q8IZP0|ABI1_HUMAN	Q8IZP0	ABI1_HUMAN	Abl interactor 1	Homo sapiens		17.514612356824802	18.0255682969149	NA	16.734105246727506	16.267456008631477	16.694509945109193	17.68203892870243	16.92990574013805	NA	16.677953195926165	NA	18.879565059696944	NA	NA	NA	16.52521298788645	17.627749115935448
Q8N149	1	LILRA2	0.9999	sp|Q8N149|LIRA2_HUMAN	Q8N149	LIRA2_HUMAN	Leukocyte immunoglobulin-like receptor subfamily A member 2	Homo sapiens		18.384097481443277	18.626483101026864	18.809422445241648	17.66991809351279	17.556238153652306	NA	17.705426804993557	NA	NA	NA	NA	NA	19.151002939940266	NA	NA	18.831063988005102	18.629131220483682
Q8N1N4	5	KRT78	0.9998	sp|Q8N1N4|K2C78_HUMAN	Q8N1N4	K2C78_HUMAN	Keratin, type II cytoskeletal 78	Homo sapiens		21.468283803722745	20.97911455275843	21.24181396598189	22.08895402851103	22.257698316903088	21.66084012586622	20.57217422033428	22.08970989803053	21.21020394940293	20.675289285525057	22.375766679625563	21.6818710870787	22.492757617548424	NA	22.445383874743953	21.60127518439959	21.54019534599532
Q8N392	2	ARHGAP18	0.9909	sp|Q8N392|RHG18_HUMAN	Q8N392	RHG18_HUMAN	Rho GTPase-activating protein 18	Homo sapiens		20.408124349159603	20.56922382372586	NA	19.459207976441935	NA	NA	19.64500362855894	19.875992470707377	18.93122258677563	18.751994941042835	NA	20.709472029579704	NA	NA	NA	20.000615979735656	18.678569712310967
Q8N3T6	1	TMEM132C	0.9979	sp|Q8N3T6|T132C_HUMAN	Q8N3T6	T132C_HUMAN	Transmembrane protein 132C	Homo sapiens		17.409109629591203	17.288641788156763	NA	NA	18.462886915163043	NA	17.275166939072125	16.553001003483356	18.200175290817995	16.899136308387142	17.276545958666386	16.482088726699974	17.905848812578956	NA	NA	NA	17.33781992867359
Q8N5M9	1	JAGN1	0.9996	sp|Q8N5M9|JAGN1_HUMAN	Q8N5M9	JAGN1_HUMAN	Protein jagunal homolog 1	Homo sapiens		17.591847261978092	17.169086493477657	NA	17.29631027949061	16.983657026834567	NA	17.74927855322551	NA	NA	NA	NA	18.758047844791516	16.30098663949022	NA	NA	NA	17.305100992329283
Q8N6H7	1	ARFGAP2	0.9924	sp|Q8N6H7|ARFG2_HUMAN	Q8N6H7	ARFG2_HUMAN	ADP-ribosylation factor GTPase-activating protein 2	Homo sapiens		15.868325307075452	16.016733168972713	NA	15.29999337336076	NA	NA	15.512923974407313	15.94292127510949	15.073851833362886	NA	NA	16.807107433344658	NA	NA	NA	15.326041447243043	15.086705569119676
Q8NBF2	1	NHLRC2	0.9793	sp|Q8NBF2|NHLC2_HUMAN	Q8NBF2	NHLC2_HUMAN	NHL repeat-containing protein 2	Homo sapiens		16.188325525791782	17.016713319823676	NA	16.91843889863145	15.96625595685548	14.800000395972646	15.767362440505563	16.089503599596178	15.479631275422514	15.793949902261808	15.693088845971836	17.51838274681395	14.927173745611764	NA	NA	15.50571340454512	15.963374583675217
Q8NBJ4	2	GOLM1	0.9963	sp|Q8NBJ4|GOLM1_HUMAN	Q8NBJ4	GOLM1_HUMAN	Golgi membrane protein 1	Homo sapiens		20.27310438083292	20.82040063970575	20.955958617930033	20.3835522196445	20.465140034258468	20.818432181883168	19.892981500269872	20.75872254747774	19.133988135611006	19.523434109684647	20.29532937015981	18.877008072526753	20.832021913508143	NA	NA	20.10414759235337	20.159475346806545
Q8NBP7	6	PCSK9	0.9995	sp|Q8NBP7|PCSK9_HUMAN	Q8NBP7	PCSK9_HUMAN	Proprotein convertase subtilisin/kexin type 9	Homo sapiens		22.90066834135974	22.571502294222658	22.97179361110227	23.523537880056935	23.054870784708434	23.123529547626717	22.923134818875262	22.793008582563097	22.94796850358181	24.04048301416084	23.36215600807193	22.418598507847186	23.29522590302587	NA	22.318794707757476	23.011785406165426	22.514722928867155
Q8NBS9	1	TXNDC5	0.9992	sp|Q8NBS9|TXND5_HUMAN	Q8NBS9	TXND5_HUMAN	Thioredoxin domain-containing protein 5	Homo sapiens		19.152329676100965	19.64250730526837	18.99225984483008	19.04511805785667	18.424777147884313	19.196090540939117	19.63886463215235	18.841434486567117	18.23070954731749	19.297648589855058	18.592865090608374	20.425383349933053	18.969102299758205	NA	NA	19.017994931259523	19.299147250140937
Q8NE71	1	ABCF1	0.9435	sp|Q8NE71|ABCF1_HUMAN	Q8NE71	ABCF1_HUMAN	ATP-binding cassette sub-family F member 1	Homo sapiens		17.263910532764704	16.411868562414153	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4636886932452	NA	NA	NA	NA	17.528327089033834
Q8TC12	1	RDH11	0.9994	sp|Q8TC12|RDH11_HUMAN	Q8TC12	RDH11_HUMAN	Retinol dehydrogenase 11	Homo sapiens		19.95994491409684	19.928913481216846	18.136464005963607	19.806182425775223	NA	17.420182789003636	20.804860645200133	19.718463405784963	17.904183644048885	19.752564259164263	17.837522757826125	22.10500272048967	17.880954383177528	NA	NA	20.055954777741373	20.071692949866947
Q8TDL5	1	BPIFB1	0.9998	sp|Q8TDL5|BPIB1_HUMAN	Q8TDL5	BPIB1_HUMAN	BPI fold-containing family B member 1	Homo sapiens		17.30604512996339	17.249407839821323	18.07680973664797	16.460226684505447	18.168579069739216	NA	17.207618243968113	17.228119587500718	17.996451714791686	16.616465165937413	16.789712346224796	17.14723556471043	NA	NA	NA	NA	NA
Q8TDY8	1	IGDCC4	0.9756	sp|Q8TDY8|IGDC4_HUMAN	Q8TDY8	IGDC4_HUMAN	Immunoglobulin superfamily DCC subclass member 4	Homo sapiens		19.75289330678396	NA	NA	NA	NA	NA	NA	NA	NA	20.24044579815962	NA	NA	NA	NA	NA	NA	NA
Q8TDZ2	1	MICAL1	0.9854	sp|Q8TDZ2|MICA1_HUMAN	Q8TDZ2	MICA1_HUMAN	[F-actin]-monooxygenase MICAL1	Homo sapiens		17.301337722952105	17.512865806623847	NA	17.38005547249654	NA	NA	16.50615244088805	16.066410396225418	NA	17.108375694411187	NA	17.79732660427261	17.008157079629935	NA	NA	NA	NA
Q8WUA8	3	TSKU	1.0	sp|Q8WUA8|TSK_HUMAN	Q8WUA8	TSK_HUMAN	Tsukushi	Homo sapiens		21.94533015889236	22.507310622721356	22.21850453386528	21.98060913818854	22.853870828720652	22.872295991565885	21.374716421197505	22.173164624333634	22.59557561674981	21.179083363614225	21.465044005871807	20.677658312540217	21.443910226556863	NA	NA	22.27474649586811	21.900046094194266
Q8WUM4	1	PDCD6IP	1.0	sp|Q8WUM4|PDC6I_HUMAN	Q8WUM4	PDC6I_HUMAN	Programmed cell death 6-interacting protein	Homo sapiens		18.34874991703193	19.296975597106133	17.959654994695576	18.755508887041767	17.469561716216244	17.31665341272322	18.641295952440565	18.182623455592427	17.896067655073427	17.989983137152997	15.813657828547665	19.58586965160661	17.609403218276764	NA	NA	18.52398235555877	18.313579137633923
Q8WVV4	1	POF1B	1.0	sp|Q8WVV4|POF1B_HUMAN	Q8WVV4	POF1B_HUMAN	Protein POF1B	Homo sapiens		18.57090546117615	NA	NA	NA	NA	NA	NA	18.085640869761455	NA	18.624906448962047	NA	NA	19.215596321325908	NA	NA	NA	NA
Q8WWA0	3	ITLN1	0.9988	sp|Q8WWA0|ITLN1_HUMAN	Q8WWA0	ITLN1_HUMAN	Intelectin-1	Homo sapiens		22.727447720213974	22.703174423941245	23.062516060936062	22.840247556221165	23.057040092386742	23.17744875916301	22.932356336772354	23.19462267483318	23.1460571973977	22.86431289460658	23.172750847214548	22.177751722801325	23.05354906681086	NA	NA	21.801979402045724	22.159973734600683
Q8WZ42	2	TTN	0.983	sp|Q8WZ42|TITIN_HUMAN	Q8WZ42	TITIN_HUMAN	Titin	Homo sapiens		24.150172431677593	23.650531152926877	23.71815666948217	24.934149527996286	24.36290526087644	24.322709358690272	23.930719823344585	23.930305681374847	24.454817730635227	24.221331231427154	24.305164718659416	23.925661635583094	24.344127248262314	NA	NA	23.9181842269529	23.446649259950046
Q8WZ75	1	ROBO4	0.9772	sp|Q8WZ75|ROBO4_HUMAN	Q8WZ75	ROBO4_HUMAN	Roundabout homolog 4	Homo sapiens		20.238362752168133	19.90803132574799	19.851109336863658	20.464919806175793	20.781954031575022	21.55662716639369	20.24019633664525	19.8030443758158	20.72982716965352	20.794168066609032	20.24693147978088	19.293192889589868	20.768177098648824	NA	NA	20.140952217645232	20.60701296275489
Q92496	4	CFHR4	1.0	sp|Q92496|FHR4_HUMAN	Q92496	FHR4_HUMAN	Complement factor H-related protein 4	Homo sapiens		23.467671012495995	24.11062286062208	23.66343808124953	23.289576127218886	23.244295059827063	24.543363752563796	23.81193918544343	22.734138257458046	23.250374025373933	23.91399802292597	22.806629330547107	23.598823640804707	21.79641633403619	NA	NA	23.51475470388783	23.311880530412626
Q92734	1	TFG	0.9893	sp|Q92734|TFG_HUMAN	Q92734	TFG_HUMAN	Protein TFG	Homo sapiens		18.270471243892256	18.468331165919874	18.10675957042299	NA	17.10539622170719	17.89229740821372	18.459985908238767	18.442895170968168	18.457976478756436	18.918556633992	17.771864344113883	19.581522878792114	17.762113073804713	NA	NA	17.864997329901062	17.9901760762653
Q92817	1	EVPL	1.0	sp|Q92817|EVPL_HUMAN	Q92817	EVPL_HUMAN	Envoplakin	Homo sapiens		19.15965860948941	17.10296920292545	NA	NA	NA	NA	17.745064498871415	18.60066807716952	18.472386701990082	NA	NA	NA	20.775396375840337	NA	NA	NA	NA
Q92820	2	GGH	0.9999	sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	Gamma-glutamyl hydrolase	Homo sapiens		24.12374329710357	24.47453687686322	24.54999263661427	24.526049502535272	24.29997852489257	24.423117960376583	24.292274093920586	23.960158466534722	24.425699586980862	24.550973397983203	24.39046112152722	23.17228926640405	24.212093306403943	NA	NA	24.132915710620512	23.92557459292849
Q92823	1	NRCAM	0.9973	sp|Q92823|NRCAM_HUMAN	Q92823	NRCAM_HUMAN	Neuronal cell adhesion molecule	Homo sapiens		21.877466754800054	21.02372897145734	NA	NA	NA	NA	NA	21.91947306981854	NA	NA	NA	NA	NA	NA	NA	22.012524837407454	NA
Q92859	2	NEO1	0.9812	sp|Q92859|NEO1_HUMAN	Q92859	NEO1_HUMAN	Neogenin	Homo sapiens		23.312757947995134	22.606414174626405	23.093681675015233	22.71885201925124	23.32321645643861	23.99277618227504	22.700129321576966	24.800405508304287	23.052347086157408	23.5274971084851	23.295914917806552	22.355155529951166	24.35763409888383	NA	NA	23.085953573785385	22.88427220922111
Q92930	1	RAB8B	0.9931	sp|Q92930|RAB8B_HUMAN	Q92930	RAB8B_HUMAN	Ras-related protein Rab-8B	Homo sapiens		16.885589990538037	17.345631178092564	NA	NA	16.627310757405933	NA	15.637573078528632	15.971367581761871	NA	NA	NA	17.56918859391323	16.0950179395145	NA	19.532588341750003	NA	NA
Q92954	20	PRG4	1.0	sp|Q92954|PRG4_HUMAN	Q92954	PRG4_HUMAN	Proteoglycan 4	Homo sapiens		28.24945678379001	28.440964570622064	28.1314090267579	27.77324384301622	28.558690535517663	28.582778075264276	28.421283592394033	28.60775125409178	27.782218091381214	29.227748710395474	28.578303508150693	28.000391700872598	28.26886257072502	NA	28.930710955272094	28.22423904458448	28.117670985441578
Q93052	1	LPP	0.9969	sp|Q93052|LPP_HUMAN	Q93052	LPP_HUMAN	Lipoma-preferred partner	Homo sapiens		16.86389647848695	NA	NA	NA	NA	NA	16.762456662526166	16.40087351530626	NA	NA	NA	17.205439486579944	NA	NA	NA	NA	17.227497258380193
Q93070	1	ART4	1.0	sp|Q93070|NAR4_HUMAN	Q93070	NAR4_HUMAN	Ecto-ADP-ribosyltransferase 4	Homo sapiens		18.501350587483863	18.517899036829633	18.673224746195796	18.794143497037005	18.500100327455517	18.87463208412576	18.53441799080298	18.698286629227546	18.56923202492958	18.22246084068706	18.935888870773844	17.872550410912087	19.384094403804514	NA	NA	18.828599223847455	18.405969750113194
Q93084	3	ATP2A3	0.9976	sp|Q93084|AT2A3_HUMAN	Q93084	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	Homo sapiens		21.876481911444017	21.98095797721758	20.24436881362736	22.303440354171737	20.475064068060988	20.29266133002817	22.57106498072356	21.427054774080258	19.834115324080717	21.9549675196426	20.416751523431664	23.51331064112983	19.570474663899102	NA	NA	22.239931036773918	22.08374070536425
Q96BM9	1	ARL8A	0.9812	sp|Q96BM9|ARL8A_HUMAN	Q96BM9	ARL8A_HUMAN	ADP-ribosylation factor-like protein 8A	Homo sapiens		18.078321952719772	18.982527749765566	18.157164161090172	17.660037529122185	16.7925405806619	16.161228413928022	17.93794065898399	17.695519883498758	18.33739303092346	17.922556643975653	16.32295180604762	19.442670776595236	NA	NA	NA	18.01788312662722	18.13306356913348
Q96BS2	1	TESC	0.9999	sp|Q96BS2|CHP3_HUMAN	Q96BS2	CHP3_HUMAN	Calcineurin B homologous protein 3	Homo sapiens		16.888234561457935	16.052740116548787	NA	16.3277711513948	NA	NA	17.355487188264267	15.72282802925104	NA	15.923231692120186	NA	18.550099486625037	16.15202092038816	NA	NA	16.997384625673938	16.35795598609957
Q96G03	2	PGM2	0.9982	sp|Q96G03|PGM2_HUMAN	Q96G03	PGM2_HUMAN	Phosphopentomutase	Homo sapiens		20.495673348906493	20.829636491262914	19.806655934111546	19.782387314181538	19.955043791666544	NA	20.2088758094026	20.39165168314552	20.234705391897677	NA	NA	21.14442989238834	20.22168293913827	NA	23.663905195753284	20.47137183196969	20.35223852335322
Q96IU4	1	ABHD14B	0.9995	sp|Q96IU4|ABHEB_HUMAN	Q96IU4	ABHEB_HUMAN	Putative protein-lysine deacylase ABHD14B	Homo sapiens		19.271206972379886	20.372462212539	19.148335716810887	18.296180654227165	17.389818124548075	17.269121963353157	18.865049907610178	18.96028889602894	19.269607111193896	19.22249737410278	18.242313808256878	20.719822976768324	18.418781711131462	NA	NA	19.08247487334615	NA
Q96IY4	13	CPB2	1.0	sp|Q96IY4|CBPB2_HUMAN	Q96IY4	CBPB2_HUMAN	Carboxypeptidase B2	Homo sapiens		26.689085622653934	26.89112907481553	26.92951727552436	26.87672420946688	26.700476751839997	27.425202190836732	26.71833135169469	26.792670491336246	27.099922743458425	26.72556722732901	26.77364289060854	26.35150100508863	26.984450865881943	NA	26.222181059403948	26.645764808641857	26.615811105671206
Q96KG7	1	MEGF10	0.9912	sp|Q96KG7|MEG10_HUMAN	Q96KG7	MEG10_HUMAN	Multiple epidermal growth factor-like domains protein 10	Homo sapiens		17.124332123731932	NA	17.97591287361403	NA	NA	NA	NA	16.75815844803472	NA	NA	17.83867021863825	NA	NA	NA	NA	17.249418884285443	NA
Q96KN2	12	CNDP1	1.0	sp|Q96KN2|CNDP1_HUMAN	Q96KN2	CNDP1_HUMAN	Beta-Ala-His dipeptidase	Homo sapiens		26.0926515470323	26.405902464933796	26.089398226668596	26.312683243198126	26.03473320574369	26.609820574935682	26.64667721428086	26.206856542587325	26.072282816230167	26.254813585429535	26.425342881226292	25.237885887084623	26.0308473680175	NA	NA	25.998325259136106	26.000231681506513
Q96NZ9	1	PRAP1	0.9371	sp|Q96NZ9|PRAP1_HUMAN	Q96NZ9	PRAP1_HUMAN	Proline-rich acidic protein 1	Homo sapiens		19.6672129156225	19.64651803831589	20.22605717973615	19.98109453750636	20.52508988718387	19.63694604479306	18.896803997005087	20.13931359090194	18.71425580401821	20.297079743191414	20.158649006485415	18.20663065498485	20.53890418130534	NA	NA	19.370698038806754	19.88126294489789
Q96PD5	15	PGLYRP2	1.0	sp|Q96PD5|PGRP2_HUMAN	Q96PD5	PGRP2_HUMAN	N-acetylmuramoyl-L-alanine amidase	Homo sapiens		27.79527083849075	27.683767639580715	27.869803028423785	27.77904832183986	27.925311137681685	28.124026982512667	27.768650484188132	28.032354630512124	28.29344908395452	28.315525407393228	28.26809391672589	27.561796896357993	28.245062276751778	NA	28.17665193823249	27.898369032875017	27.98005902393087
Q96RD9	3	FCRL5	0.9931	sp|Q96RD9|FCRL5_HUMAN	Q96RD9	FCRL5_HUMAN	Fc receptor-like protein 5	Homo sapiens		21.5212416368264	21.216095964205202	21.5212416368264	21.68478887283455	22.62404658655476	20.929448285493937	21.671624281253496	22.357413368114596	21.941891570011702	21.87706894364685	21.691869416177347	20.503540042025985	21.395679706173496	NA	NA	21.499154796933773	21.413258220456257
Q96RT1	1	ERBIN	0.9871	sp|Q96RT1|ERBIN_HUMAN	Q96RT1	ERBIN_HUMAN	Erbin	Homo sapiens		19.050207038761844	18.973663752531937	NA	18.083849227661013	NA	NA	NA	NA	NA	NA	NA	19.51256001480848	NA	NA	NA	18.20145634757285	NA
Q96S96	2	PEBP4	0.965	sp|Q96S96|PEBP4_HUMAN	Q96S96	PEBP4_HUMAN	Phosphatidylethanolamine-binding protein 4	Homo sapiens		21.175634250665137	21.039384378048904	21.45396217968926	21.064205040932432	21.3067868532953	22.28676167372919	21.542787766842622	20.877889834000662	21.429510526097708	19.84127849259664	20.619266805252334	21.525195032932363	21.11490133634498	NA	NA	21.481523008639	20.819365590984617
Q99426	1	TBCB	0.9909	sp|Q99426|TBCB_HUMAN	Q99426	TBCB_HUMAN	Tubulin-folding cofactor B	Homo sapiens		21.128700163036697	20.176277063551343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99436	1	PSMB7	0.9228	sp|Q99436|PSB7_HUMAN	Q99436	PSB7_HUMAN	Proteasome subunit beta type-7	Homo sapiens		19.234445890553697	19.228190637367838	19.53883328888344	19.424178505086008	18.876337145394743	18.725202533538955	19.451659855983646	19.361179523086747	19.262551056258776	18.62745772201506	19.66099413030704	19.849029890868966	20.729744487878484	NA	18.83319842325954	19.049574450993845	19.283442252010104
Q99439	1	CNN2	0.9818	sp|Q99439|CNN2_HUMAN	Q99439	CNN2_HUMAN	Calponin-2	Homo sapiens		19.949564350184694	20.915718481969847	19.90918465177539	19.746209261767408	17.323946001933724	17.522194622487703	20.243784610565864	19.501949984461138	19.515256275280343	19.24692010038347	16.683155938160873	21.565885799171834	NA	NA	NA	19.52934868162833	20.1544344657669
